"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"Trinket","PHB'24","47","none","adventuring gear","","","","","","","When you make your character, you can roll once on the Trinkets table to gain a Tiny trinket, a simple item lightly touched by mystery. The DM might also use this table. It can help stock a room in a dungeon or fill a creature's pockets.Trinkets1d100Trinket01A mummified goblin hand02A crystal that faintly glows in moonlight03A gold coin minted in an unknown land04A diary written in a language you don't know05A brass ring that never tarnishes06An old chess piece made from glass07A pair of knucklebone dice, each with a skull symbol on the side that would normally show six pips08A small idol depicting a nightmarish creature that gives you unsettling dreams when you sleep near it09A lock of someone's hair10The deed for a parcel of land in a realm unknown to you11A 1-ounce block made from an unknown material12A small cloth doll skewered with needles13A tooth from an unknown beast14An enormous scale, perhaps from a dragon15A bright-green feather16An old divination card bearing your likeness17A glass orb filled with moving smoke18A 1-pound egg with a bright-red shell19A pipe that blows bubbles20A glass jar containing a bit of flesh floating in pickling fluid21A gnome-crafted music box that plays a song you dimly remember from your childhood22A wooden statuette of a smug halfling23A brass orb etched with strange runes24A multicolored stone disk25A silver icon of a raven26A bag containing forty-seven teeth, one of which is rotten27A shard of obsidian that always feels warm to the touch28A dragon's talon strung on a leather necklace29A pair of old socks30A blank book whose pages refuse to hold ink, chalk, graphite, or any other marking31A silver badge that is a five-pointed star32A knife that belonged to a relative33A glass vial filled with nail clippings34A rectangular metal device with two tiny metal cups on one end that throws sparks when wet35A white, sequined glove sized for a human36A vest with one hundred tiny pockets37A weightless stone38A sketch of a goblin39An empty glass vial that smells of perfume40A gemstone that looks like a lump of coal when examined by anyone but you41A scrap of cloth from an old banner42A rank insignia from a lost legionnaire43A silver bell without a clapper44A mechanical canary inside a lamp45A miniature chest carved to look like it has numerous feet on the bottom46A dead sprite inside a clear glass bottle47A metal can that has no opening but sounds as if it is filled with liquid, sand, spiders, or broken glass (your choice)48A glass orb filled with water, in which swims a clockwork goldfish49A silver spoon with an M engraved on the handle50A whistle made from gold-colored wood51A dead scarab beetle the size of your hand52Two toy soldiers, one missing a head53A small box filled with different-sized buttons54A candle that can't be lit55A miniature cage with no door56An old key57An indecipherable treasure map58A hilt from a broken sword59A rabbit's foot60A glass eye61A cameo of a hideous person62A silver skull the size of a coin63An alabaster mask64A cone of sticky black incense that stinks65A nightcap that gives you pleasant dreams when you wear it66A single caltrop made from bone67A gold monocle frame without the lens68A 1-inch cube, each side a different color69A crystal doorknob70A packet filled with pink dust71A fragment of a beautiful song, written as musical notes on two pieces of parchment72A silver teardrop earring containing a real teardrop73An eggshell painted with scenes of misery in disturbing detail74A fan that, when unfolded, shows a sleepy cat75A set of bone pipes76A four-leaf clover pressed inside a book discussing manners and etiquette77A sheet of parchment upon which is drawn a mechanical contraption78An ornate scabbard that fits no blade you have found79An invitation to a party where a murder happened80A bronze pentacle with an etching of a rat's head in its center81A purple handkerchief embroidered with the name of an archmage82Half a floor plan for a temple, a castle, or another structure83A bit of folded cloth that, when unfolded, turns into a stylish cap84A receipt of deposit at a bank in a far-off city85A diary with seven missing pages86An empty silver snuffbox bearing the inscription ""dreams"" on its lid87An iron holy symbol devoted to an unknown god88A book about a legendary hero's rise and fall, with the last chapter missing89A vial of dragon blood90An ancient arrow of elven design91A needle that never bends92An ornate brooch of dwarven design93An empty wine bottle bearing a pretty label that says, ""The Wizard of Wines Winery, Red Dragon Crush, 331422-W""94A mosaic tile with a multicolored, glazed surface95A petrified mouse96A black pirate flag adorned with a dragon's skull and crossbones97A tiny mechanical crab or spider that moves about when it's not being observed98A glass jar containing lard with a label that reads, ""Griffon Grease""99A wooden box with a ceramic bottom that holds a living worm with a head on each end of its body00A metal urn containing the ashes of a hero"
"Truth Serum","DMG'24","91","none","adventuring gear, poison (ingested)","","","","","","150 gp","A creature subjected to Truth Serum must succeed on a DC 11 Constitution saving throw or have the Poisoned condition for 1 hour. The Poisoned creature can't knowingly communicate a lie."
"Turtle Ship","AAG","52","none","vehicle (space)","","Speed: 3 mphCarrying Capacity: 30 tons cargoCrew 16, AC 19, HP 300, Damage Threshold 15","","","","40,000 gp","A turtle ship is encased in a protective metal shell, as befits its name, and bristles with weapons. In addition to its roomy quarters, it can carry a decent- sized payload, making it popular among traders and others who need a lot of cargo space. The ship can land on the ground, and it floats on water. Sliding panels can be closed to make the hull airtight, enabling the ship to travel underwater safely, even to great depths. If the ship takes damage while on or under the water, interior hatches can be sealed to prevent the ship from flooding completely.Standard weaponry on a turtle ship includes three forward-mounted ballistae and a rear-facing mangonel. These weapons can't be used while the ship is underwater."
"Tyrant Ship","AAG","54","none","vehicle (space)","","Speed: 4½ mphCarrying Capacity: 20 tons cargoCrew 10, AC 17, HP 300, Damage Threshold 20","","","","","Beholders carve tyrant ships out of stone using their disintegration rays and use these ships to wander the Astral Plane, looking for worlds to conquer and rival beholders to destroy. No two tyrant ships look alike, but they all have one or more features reminiscent of their creators, such as a bulbous shape and eyestalks.A spherical chamber on the ship's command deck functions as a spelljamming helm that only beholders can attune to. Any beholder that occupies this chamber can attune to it. Reducing a tyrant ship to 0 hit points not only destroys it but also destroys the ship's spelljamming helm and eyestalk cannons.A tyrant ship can't float on water, but it can safely land on the ground."
"Vial","PHB'24","229","none","adventuring gear","","","","","","1 gp","A Vial holds up to 4 ounces."
"Vial of Stardust","WDMM","251","unknown","other","","","","","","","Any creature that sprinkles the contents of a Vial of Stardust over itself gains the ability to cast the dream spell once as an action (spell save DC 15), requiring no components."
"Viol","PHB'24","221","none","instrument","","","","","1 lb.","30 gp","Ability: CharismaUtilize: Play a known tune (DC 10), or improvise a song (DC 15)If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Wagon","PHB'24","230","none","vehicle (land)","","","","","400 lb.","35 gp",""
"Wand","PHB'24","224","none","spellcasting focus","","","","","1 lb.","10 gp","An Arcane Focus takes a specific form and is bejeweled or carved to channel arcane magic. A Sorcerer, Warlock, or Wizard can use such an item as a Spellcasting Focus."
"War Pick","PHB'24","215","none","weapon, martial weapon, melee weapon","","1d8 Piercing","Versatile (1d10)","Mastery: Sap","2 lb.","5 gp","Versatile. A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack. Mastery: Sap. If you hit a creature with this weapon, that creature has Disadvantage on its next attack roll before the start of your next turn."
"Wargong","SCAG","124","none","instrument","","","","","","","A metal gong, traditionally made from a shield, particularly the shield of an enemy. Both goblins and dwarves make and play wargongs, their sound echoing through tunnels in the Underdark.If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.See the Tool Proficiencies entry for more information.Proficiency with a musical instrument indicates you are familiar with the techniques used to play it. You also have knowledge of some songs commonly performed with that instrument. History. Your expertise aids you in recalling lore related to your instrument. Performance. Your ability to put on a good show is improved when you incorporate an instrument into your act. Compose a Tune. As part of a long rest, you can compose a new tune and lyrics for your instrument. You might use this ability to impress a noble or spread scandalous rumors with a catchy tune.Musical InstrumentActivityDCIdentify a tune10Improvise a tune20"
"Warhammer","PHB'24","215","none","weapon, martial weapon, melee weapon","","1d8 Bludgeoning","Versatile (1d10)","Mastery: Push","5 lb.","15 gp","Versatile. A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack. Mastery: Push. If you hit a creature with this weapon, you can push the creature up to 10 feet straight away from yourself if it is Large or smaller."
